text,label
so today could n t have gone better,1
blocking you,0
my partner and i must defeat yhvh,0
rt    happiest of birthdays to my desert babe     cactus   red_heart  httpurl,0
health foods for d on pinterest   httpurl,1
oh yeah,1
rt     good lord look at that room   i pray for whoever marries you,0
rt    only true 90s kids remember hemmo 1996 and luke_is_a_penguin  broken_heart,1
rt    so underrated smh  face_with_rolling_eyes  httpurl,0
i wish i had control of my own life,1
i  m seriously going to buy a cat sweater,1
cancer without joy   huffington post   depression treatments   httpurl,1
global education academy httpurl,0
i like your mug more   you  re such a pretty woman,0
so glad you do n t eat animals,1
pizza and chill   httpurl,1
rt    myths about mental illness contribute to the stigma   learn the facts    cc    httpurl,1
vice president mike pence wants the bible taught as science via  httpurl,0
rt    i am goign to fly to texas and yell in yoru face httpurl,0
kellyanne conway says trump should n t be held accountable for the things he says httpurl via,0
rt    whenever you hear libs sigh we should   stop fighting     they mean everyone should fall in line behind them and the failed d,0
rt    i can t watch  see no evil_monkey,1
im sorry i want to give up,1
rt    be gentle to yourself   you  re doing your best   and that  s all you can ask from yourself,0
rt    nigga i eat pizza everyday   where my post   httpurl,0
check to see what regulations make your family heather  safer     regulations   food safety   travel safety       httpurl,0
emma is my trophy   she  s everything im not   social   friendly   loving,0
except for when it snows,1
play  by zayn malik and taylor swift,0
pfizer receives fda approval for a prior approval supplement for embeda  registered    morphine sulfate and naltrexone       depr     httpurl,1
rt    my friends are kinda fine  eyes   eyes  httpurl,0
mr   comey   name will go down in history   it will be in a list of incompetent characters that one way of anothe     httpurl,0
rt    what   the   fuck   is   this    httpurl,1
you hammer head     even the deplorables   44   of evangelicals   your billionaire thugs   half wits around the cou     httpurl,0
attaboy shazwan   the sooner the better,0
rt    these   star wars   locations actually exist and they  re not in a galaxy far   far away httpurl httpurl,0
rt      how often do you experience depression or thoughts of suic     me   httpurl,0
rt    sounds good feels good is yours now   we love you   x,1
rt    darth traya   one of the most intelligent sith of all time   wields one saber in hand and three telepathically   goon ass,0
viktor  s manboobs are always welcomed,0
you know what  s frustrating   my cousin   his makcik   refusing to accept the fact that the kid should be sent to a doctor for checkup,0
well not that unhappy but just a displeasure with your completely work i mean,1
rt    everyone on  is so good   but camila mendes   who plays veronica lodge   is the one to keep your eye on    httpurl,0
rt     uo bhe alam na excited at the same time happy super paytforyourdreams yong,0
nativeandnaive   legendxofxzach   one time during my freshmen year of college i forgot to do a history paper     httpurl,1
i  m voting  for  at the   high and tempo,0
i am so fucking sad over them i keep reblogging dctv ladies week posts with them in tears why,0
rt    yong paytforluckysun,0
the famous verena,0
it was a major pain but worth the effort   i think it looks great,1
i hate that my phones on 12     i still have a whole damn bus ride home after school  pistol,1
absolutely despicable   the way the law thinks they are owed priority over others is sickening   they are authority gone wrong,1
i spent way too much time writing that,1
rt    potatoes are really good,1
who the fuck is daleth,0
i have been watching t100 with dylan all day bc im garbage but i can soonish if u still wanna,0
60fps   jetstream sam dlc   metal gear ray in 26 seconds   revengeance di       httpurl via,1
completes my life,1
alternative migraine treatments   httpurl,1
someone be my friend tonight            clinking_beer_mugs   tropical_drink   clinking_beer_mugs   tropical_drink   cocktail_glass,1
overcome depression   a scheduled appointment with doctor iboga     tico times   httpurl,1
there  s nothing more delicious than coming home and taking off the work clothes      smiling_face_with_smiling_eyes,1
she talk   theimportantpointsandfastsuggestionsaboutwaystogetreducedepression   httpurl,1
rt    boost brain health   help  w   our dietary guidelines for alzheimer  s prevention   httpurl httpurl,1
i will be around   x,1
rt    trump   when will you understand that i am not paying for that fucken wall   be clear with us tax payers   they will pay f,0
guys i need more responses   please dont ignore me   i  m ugly   albino   and lonely   httpurl,0
i  ve put down the booze and picked up a smoking habit,0
rt    when you  re accustomed to privilege   equality can feel like oppression,0
hey liangxue thanks for the follow,0
i  m doing insanity max   30  trade_mark    cardio challenge in team beachbody  s supergym   join me   go to httpurl,1
hideous traffic on the a14   must remember to pay closer attention to the traffic reports,1
i am in need of some desperate advice right now,1
bloodworks nw   bellevue donor center httpurl,0
i just sneezed so hard that i hurt my neck     i did n t even know that was possible,0
overcome depression   5 health benefits of peppermint   httpurl,1
sometimes when we touch wearepayting foryong,0
are high waisted pants on girls trendy or ugly   beauty is in the eye of the beholder httpurl,0
just wrote my last post and then checked my fit quote for the day and they go hand in hand   also i     httpurl,1
i need yo numba gurl,1
rt       this could be us but you playin httpurl,1
dumb af but it is wat it is,1
got plenty of acquaintances that i do n t even need   my bros are my bros thats fam   but no one really fwm     yet i  m perfectly fine with that,1
oh andrea is just the sweetest  kissing_face_with_smiling_eyes,1
i also think of laurel   felicity bc of madison  s video thanks a lot,0
some ignorant kid took my chromebook while it was on yesterday so it s half dead wth,1
searching for a  that meets on weekends   httpurl,1
rt    there is no shame in admitting that we  ve been doing things wrong,1
jesus jehovah 3 is now following me on twitter   thank you jesus jehovah 3   say hello anytime     httpurl httpurl,0
i think my parents didnt like the idea of sending me to an all boys school   i do have pimp daddy tendencies,0
still cant find it   have you checked yours   hmm,0
overcome depression   keith wommack   spirituality and depression are one journey   san angelo standard times   httpurl,1
sorry to ask   but     mind helping me with these guys,0
what term   s   have been overused   abused to the point the       none to me but overall it depends on perspective httpurl,1
fuck humans are good cunts   people get out of an emergency vehicles way so fucking fast with minimal regard for their own vehicle,0
i  m not putting a say in this cause i know i  m gonna be your main suggested   i  m so self centered,1
rt    rt misslizzygirl   ah     hellow po   gopaytwin yong,0
ur people at httpurl gotta stop   or people may be contacted about harassment   ok   angie butler,1
